step,loss,grad_norm,learning_rate,epoch
34,11.2072,15.001255989074707,9.814432989690721e-05,0.00143206132592031
35,12.4684,12.051060676574707,9.793814432989691e-05,0.001474180776682672
36,12.0725,12.177270889282227,9.77319587628866e-05,0.001516300227445034
37,12.4623,14.558338165283203,9.752577319587629e-05,0.0015584196782073962
38,12.423,13.136754035949707,9.731958762886598e-05,0.0016005391289697583
39,10.631,12.674962043762207,9.711340206185567e-05,0.0016426585797321203
40,10.5145,12.543232917785645,9.690721649484537e-05,0.0016847780304944824
41,10.7426,13.989056587219238,9.670103092783506e-05,0.0017268974812568445
42,9.0581,11.745935440063477,9.649484536082475e-05,0.0017690169320192064
43,12.3588,13.313591957092285,9.628865979381444e-05,0.0018111363827815685
44,11.6507,11.934906959533691,9.608247422680413e-05,0.0018532558335439305
45,11.7284,13.680424690246582,9.587628865979382e-05,0.0018953752843062926
46,10.942,13.714836120605469,9.567010309278352e-05,0.0019374947350686547
47,10.7012,14.499187469482422,9.54639175257732e-05,0.0019796141858310166
48,11.2688,15.984665870666504,9.525773195876289e-05,0.0020217336365933787
49,8.7123,13.990724563598633,9.505154639175257e-05,0.0020638530873557407
50,9.8769,14.060539245605469,9.484536082474227e-05,0.002105972538118103
51,9.8018,11.950469017028809,9.463917525773196e-05,0.002148091988880465
52,9.7097,13.193559646606445,9.443298969072165e-05,0.002190211439642827
53,10.6989,11.501585006713867,9.422680412371135e-05,0.002232330890405189
54,9.9533,12.352570533752441,9.402061855670103e-05,0.002274450341167551
55,9.2354,12.879376411437988,9.381443298969073e-05,0.0023165697919299132
56,10.6211,18.814027786254883,9.360824742268042e-05,0.0023586892426922753
57,9.4572,12.023564338684082,9.34020618556701e-05,0.0024008086934546374
58,7.4701,12.341104507446289,9.31958762886598e-05,0.0024429281442169995
59,9.9785,14.305885314941406,9.298969072164949e-05,0.0024850475949793616
60,7.8614,10.388899803161621,9.278350515463918e-05,0.0025271670457417236
61,8.8345,11.922508239746094,9.257731958762888e-05,0.0025692864965040857
62,10.4363,12.002853393554688,9.237113402061856e-05,0.002611405947266448
63,8.9507,13.40758991241455,9.216494845360825e-05,0.00265352539802881
64,8.6705,12.440571784973145,9.195876288659793e-05,0.002695644848791172
65,10.4718,12.252849578857422,9.175257731958763e-05,0.0027377642995535336
66,9.7082,12.910113334655762,9.154639175257733e-05,0.0027798837503158957
67,9.0386,11.750704765319824,9.134020618556701e-05,0.002822003201078258
68,11.5095,10.758442878723145,9.11340206185567e-05,0.00286412265184062
69,7.1374,11.104837417602539,9.092783505154639e-05,0.002906242102602982
70,7.0999,10.987078666687012,9.072164948453609e-05,0.002948361553365344
71,9.1789,10.866826057434082,9.051546391752578e-05,0.002990481004127706
72,9.2745,12.42592716217041,9.030927835051547e-05,0.003032600454890068
73,8.589,10.898954391479492,9.010309278350516e-05,0.0030747199056524303
74,7.986,12.31946849822998,8.989690721649485e-05,0.0031168393564147924
75,10.4068,13.193427085876465,8.969072164948454e-05,0.0031589588071771544
76,8.6995,12.44800853729248,8.948453608247424e-05,0.0032010782579395165
77,7.7192,11.627097129821777,8.927835051546392e-05,0.0032431977087018786
78,9.2848,10.864994049072266,8.907216494845362e-05,0.0032853171594642407
79,9.4205,11.538382530212402,8.886597938144329e-05,0.0033274366102266028
80,8.3554,12.540207862854004,8.865979381443299e-05,0.003369556060988965
81,10.026,11.668367385864258,8.845360824742269e-05,0.003411675511751327
82,8.5222,10.623125076293945,8.824742268041237e-05,0.003453794962513689
83,8.1934,10.141364097595215,8.804123711340207e-05,0.0034959144132760507
84,10.3896,10.866168975830078,8.783505154639175e-05,0.0035380338640384128
85,7.9013,11.478570938110352,8.762886597938145e-05,0.003580153314800775
86,10.0674,10.176081657409668,8.742268041237114e-05,0.003622272765563137
87,8.9487,11.198893547058105,8.721649484536083e-05,0.003664392216325499
88,7.1497,10.605388641357422,8.701030927835052e-05,0.003706511667087861
89,8.7607,11.83965015411377,8.680412371134021e-05,0.003748631117850223
90,8.3286,11.482882499694824,8.65979381443299e-05,0.0037907505686125853
91,7.0356,10.463008880615234,8.63917525773196e-05,0.0038328700193749473
92,8.933,15.018101692199707,8.618556701030929e-05,0.0038749894701373094
93,10.2501,13.574349403381348,8.597938144329898e-05,0.0039171089208996715
94,9.1866,12.49865436553955,8.577319587628865e-05,0.003959228371662033
95,8.0799,12.083539009094238,8.556701030927835e-05,0.004001347822424396
96,8.4777,11.701037406921387,8.536082474226805e-05,0.004043467273186757
97,12.5713,13.979835510253906,8.515463917525773e-05,0.00408558672394912
98,8.9462,10.891182899475098,8.494845360824743e-05,0.0041277061747114815
99,9.03,11.580804824829102,8.474226804123711e-05,0.004169825625473844
100,7.2328,12.200654983520508,8.453608247422681e-05,0.004211945076236206
101,9.5668,10.798215866088867,8.43298969072165e-05,0.004254064526998568
102,7.7335,10.587182998657227,8.412371134020619e-05,0.00429618397776093
103,9.2567,10.878323554992676,8.391752577319589e-05,0.004338303428523292
104,7.9232,9.944157600402832,8.371134020618557e-05,0.004380422879285654
105,10.321,10.74769401550293,8.350515463917527e-05,0.0044225423300480165
106,8.9913,10.372779846191406,8.329896907216496e-05,0.004464661780810378
107,10.401,12.772421836853027,8.309278350515465e-05,0.004506781231572741
108,6.9376,12.203570365905762,8.288659793814434e-05,0.004548900682335102
109,10.0977,12.06293773651123,8.268041237113401e-05,0.004591020133097465
110,8.6782,11.72295093536377,8.247422680412371e-05,0.0046331395838598265
111,8.5655,10.557734489440918,8.226804123711341e-05,0.004675259034622188
112,8.1601,11.392736434936523,8.206185567010309e-05,0.004717378485384551
113,11.8738,11.759443283081055,8.185567010309279e-05,0.004759497936146912
114,7.7572,11.929572105407715,8.164948453608247e-05,0.004801617386909275
115,6.7486,11.132506370544434,8.144329896907217e-05,0.0048437368376716364
116,9.7465,12.481975555419922,8.123711340206187e-05,0.004885856288433999
117,9.1051,11.469944953918457,8.103092783505155e-05,0.004927975739196361
118,7.2135,13.253921508789062,8.082474226804125e-05,0.004970095189958723
119,8.7268,13.16883659362793,8.061855670103093e-05,0.005012214640721085
120,9.056,13.229533195495605,8.041237113402063e-05,0.005054334091483447
121,9.8355,12.399230003356934,8.020618556701032e-05,0.005096453542245809
122,9.8596,14.705524444580078,8e-05,0.0051385729930081715
123,8.842,10.853521347045898,7.97938144329897e-05,0.005180692443770533
124,7.8872,13.458341598510742,7.958762886597937e-05,0.005222811894532896
125,10.1604,13.328974723815918,7.938144329896907e-05,0.005264931345295257
126,8.1575,11.581755638122559,7.917525773195877e-05,0.00530705079605762
127,9.3232,9.837700843811035,7.896907216494845e-05,0.005349170246819981
128,8.8178,10.721924781799316,7.876288659793815e-05,0.005391289697582344
129,9.4945,11.995650291442871,7.855670103092783e-05,0.005433409148344706
130,8.3959,11.039977073669434,7.835051546391753e-05,0.005475528599107067
131,7.8676,10.805129051208496,7.814432989690723e-05,0.00551764804986943
132,9.4968,11.208553314208984,7.793814432989691e-05,0.005559767500631791
133,9.5825,12.371063232421875,7.77319587628866e-05,0.005601886951394154
134,8.4316,10.194971084594727,7.752577319587629e-05,0.005644006402156516
135,9.1587,11.192123413085938,7.731958762886599e-05,0.005686125852918878
136,10.1206,12.87282943725586,7.711340206185568e-05,0.00572824530368124
137,7.3881,11.30576229095459,7.690721649484537e-05,0.005770364754443602
138,8.0318,13.759645462036133,7.670103092783506e-05,0.005812484205205964
139,8.8553,11.926359176635742,7.649484536082473e-05,0.005854603655968326
140,8.6448,12.273955345153809,7.628865979381443e-05,0.005896723106730688
141,9.2667,12.137107849121094,7.608247422680413e-05,0.005938842557493051
142,8.6994,12.276604652404785,7.587628865979381e-05,0.005980962008255412
143,7.4868,11.253767013549805,7.567010309278351e-05,0.006023081459017775
144,5.6044,11.937026023864746,7.546391752577319e-05,0.006065200909780136
145,8.1953,11.351861953735352,7.525773195876289e-05,0.006107320360542499
146,9.4297,11.937332153320312,7.505154639175259e-05,0.0061494398113048606
147,11.3266,11.170716285705566,7.484536082474227e-05,0.006191559262067222
148,8.9841,12.756721496582031,7.463917525773197e-05,0.006233678712829585
149,8.0088,13.321858406066895,7.443298969072165e-05,0.006275798163591946
150,8.3767,11.008136749267578,7.422680412371135e-05,0.006317917614354309
151,8.446,11.46219253540039,7.402061855670104e-05,0.0063600370651166705
152,8.5465,10.728270530700684,7.381443298969073e-05,0.006402156515879033
153,6.5666,10.754459381103516,7.360824742268042e-05,0.006444275966641395
154,10.3711,12.414114952087402,7.34020618556701e-05,0.006486395417403757
155,6.8121,12.56659984588623,7.319587628865979e-05,0.006528514868166119
156,8.498,13.058431625366211,7.298969072164949e-05,0.006570634318928481
157,8.1217,14.05232048034668,7.278350515463917e-05,0.006612753769690843
158,9.6545,13.055139541625977,7.257731958762887e-05,0.0066548732204532056
159,7.6612,11.48383617401123,7.237113402061855e-05,0.006696992671215567
160,7.8885,14.556732177734375,7.216494845360825e-05,0.00673911212197793
161,10.4749,12.312145233154297,7.195876288659795e-05,0.006781231572740291
162,8.2398,10.721653938293457,7.175257731958763e-05,0.006823351023502654
163,7.5784,11.262313842773438,7.154639175257733e-05,0.0068654704742650155
164,9.2471,10.579386711120605,7.134020618556701e-05,0.006907589925027378
165,7.5583,10.61291217803955,7.113402061855671e-05,0.00694970937578974
166,7.5896,11.020709991455078,7.09278350515464e-05,0.006991828826552101
167,7.9866,11.963285446166992,7.072164948453609e-05,0.007033948277314464
168,7.7379,10.969718933105469,7.051546391752579e-05,0.0070760677280768255
169,6.341,10.29844856262207,7.030927835051546e-05,0.007118187178839188
170,9.7942,10.90407943725586,7.010309278350515e-05,0.00716030662960155
171,7.495,10.72941780090332,6.989690721649485e-05,0.007202426080363912
172,8.1592,11.706725120544434,6.969072164948453e-05,0.007244545531126274
173,8.4804,12.134764671325684,6.948453608247423e-05,0.007286664981888636
174,6.6099,10.589095115661621,6.927835051546391e-05,0.007328784432650998
175,7.44,11.14716911315918,6.907216494845361e-05,0.0073709038834133605
176,6.9665,12.544031143188477,6.886597938144331e-05,0.007413023334175722
177,7.7984,12.148137092590332,6.865979381443299e-05,0.007455142784938085
178,8.357,11.350985527038574,6.845360824742269e-05,0.007497262235700446
179,8.1122,11.601243019104004,6.824742268041237e-05,0.007539381686462809
180,7.3015,10.791383743286133,6.804123711340207e-05,0.0075815011372251705
181,9.5404,10.986895561218262,6.783505154639177e-05,0.007623620587987533
182,8.5933,10.886231422424316,6.762886597938145e-05,0.007665740038749895
183,8.3422,10.848166465759277,6.742268041237115e-05,0.007707859489512257
184,8.0355,10.700366020202637,6.721649484536083e-05,0.007749978940274619
185,6.8604,11.24592113494873,6.701030927835051e-05,0.0077920983910369805
186,7.1844,11.745567321777344,6.680412371134021e-05,0.007834217841799343
187,8.9051,12.172680854797363,6.659793814432989e-05,0.007876337292561705
188,7.0109,10.73482608795166,6.639175257731959e-05,0.007918456743324066
189,6.5962,10.678085327148438,6.618556701030927e-05,0.00796057619408643
190,7.4573,11.211287498474121,6.597938144329897e-05,0.008002695644848791
191,8.3715,11.43014907836914,6.577319587628867e-05,0.008044815095611153
192,9.3862,11.382055282592773,6.556701030927835e-05,0.008086934546373515
193,9.108,11.10671329498291,6.536082474226805e-05,0.008129053997135878
194,8.004,12.789584159851074,6.515463917525773e-05,0.00817117344789824
195,9.8002,12.869953155517578,6.494845360824743e-05,0.008213292898660601
196,7.1428,14.042603492736816,6.474226804123713e-05,0.008255412349422963
197,6.1672,11.54397964477539,6.453608247422681e-05,0.008297531800185326
198,7.6016,11.531625747680664,6.43298969072165e-05,0.008339651250947688
199,10.7516,11.592452049255371,6.412371134020619e-05,0.00838177070171005
200,8.3811,12.678583145141602,6.391752577319587e-05,0.008423890152472411
201,8.1039,11.273158073425293,6.371134020618557e-05,0.008466009603234775
202,6.1599,9.650015830993652,6.350515463917525e-05,0.008508129053997136
203,8.8602,12.438008308410645,6.329896907216495e-05,0.008550248504759498
204,10.3294,11.94580078125,6.309278350515463e-05,0.00859236795552186
205,7.461,11.719518661499023,6.288659793814433e-05,0.008634487406284221
206,6.8475,11.050252914428711,6.268041237113403e-05,0.008676606857046585
207,7.1963,11.298110008239746,6.247422680412371e-05,0.008718726307808946
208,8.8059,12.051227569580078,6.226804123711341e-05,0.008760845758571308
209,8.2374,12.345848083496094,6.206185567010309e-05,0.00880296520933367
210,7.6688,11.475250244140625,6.185567010309279e-05,0.008845084660096033
211,6.1102,11.811067581176758,6.164948453608249e-05,0.008887204110858395
212,7.4264,11.517075538635254,6.144329896907217e-05,0.008929323561620756
213,6.7927,11.622823715209961,6.123711340206187e-05,0.008971443012383118
214,8.0907,11.900947570800781,6.103092783505156e-05,0.009013562463145481
215,7.9331,12.311704635620117,6.0824742268041234e-05,0.009055681913907843
216,8.0075,11.96829605102539,6.0618556701030924e-05,0.009097801364670205
217,8.8639,12.273987770080566,6.041237113402062e-05,0.009139920815432566
218,7.9386,12.794465065002441,6.020618556701031e-05,0.00918204026619493
219,6.283,12.381046295166016,6e-05,0.009224159716957291
220,10.3625,14.921100616455078,5.979381443298969e-05,0.009266279167719653
221,9.6529,13.169954299926758,5.958762886597938e-05,0.009308398618482015
222,9.2726,11.104830741882324,5.938144329896907e-05,0.009350518069244376
223,6.2982,11.220746994018555,5.917525773195877e-05,0.00939263752000674
224,7.6833,11.774514198303223,5.896907216494846e-05,0.009434756970769101
225,8.0076,12.608681678771973,5.876288659793815e-05,0.009476876421531463
226,7.5755,12.454980850219727,5.855670103092784e-05,0.009518995872293825
227,7.2926,11.700032234191895,5.835051546391753e-05,0.009561115323056188
228,6.7352,13.711519241333008,5.814432989690722e-05,0.00960323477381855
229,8.0983,11.336869239807129,5.793814432989692e-05,0.009645354224580911
230,8.4137,12.393775939941406,5.7731958762886594e-05,0.009687473675343273
231,7.9971,12.910282135009766,5.7525773195876285e-05,0.009729593126105636
232,7.9866,12.517720222473145,5.731958762886598e-05,0.009771712576867998
233,7.0716,11.752038955688477,5.711340206185567e-05,0.00981383202763036
234,6.838,12.062336921691895,5.690721649484536e-05,0.009855951478392721
235,8.2305,14.15766429901123,5.670103092783505e-05,0.009898070929155085
236,10.1691,15.320764541625977,5.649484536082474e-05,0.009940190379917446
237,8.5778,11.992877006530762,5.628865979381443e-05,0.009982309830679808
238,7.675,11.630120277404785,5.608247422680413e-05,0.01002442928144217
239,7.8941,13.157931327819824,5.587628865979382e-05,0.010066548732204531
240,10.37,13.509537696838379,5.567010309278351e-05,0.010108668182966895
241,9.8248,14.102408409118652,5.54639175257732e-05,0.010150787633729256
242,8.2393,14.811790466308594,5.525773195876289e-05,0.010192907084491618
243,6.7732,11.794571876525879,5.505154639175258e-05,0.01023502653525398
244,7.1565,14.827539443969727,5.484536082474228e-05,0.010277145986016343
245,7.2541,11.029300689697266,5.4639175257731955e-05,0.010319265436778705
246,5.9689,11.163341522216797,5.4432989690721645e-05,0.010361384887541066
247,7.8745,11.44347095489502,5.422680412371134e-05,0.010403504338303428
248,8.1416,12.319653511047363,5.402061855670103e-05,0.010445623789065791
249,6.8465,13.139187812805176,5.381443298969072e-05,0.010487743239828153
250,9.1523,14.203191757202148,5.360824742268041e-05,0.010529862690590515
251,8.2463,14.344846725463867,5.34020618556701e-05,0.010571982141352876
252,8.5952,19.29047393798828,5.319587628865979e-05,0.01061410159211524
253,6.4305,14.499449729919434,5.298969072164949e-05,0.010656221042877601
254,7.1947,11.453117370605469,5.278350515463918e-05,0.010698340493639963
255,9.9524,13.620211601257324,5.257731958762887e-05,0.010740459944402325
256,6.4376,12.519902229309082,5.237113402061856e-05,0.010782579395164688
257,10.2682,12.734504699707031,5.216494845360825e-05,0.01082469884592705
258,7.5639,12.31447696685791,5.195876288659794e-05,0.010866818296689411
259,8.6933,13.090052604675293,5.175257731958764e-05,0.010908937747451773
260,7.8398,12.163473129272461,5.1546391752577315e-05,0.010951057198214134
261,5.6363,12.25772762298584,5.1340206185567006e-05,0.010993176648976498
262,7.8759,12.811086654663086,5.11340206185567e-05,0.01103529609973886
263,9.4148,13.82301139831543,5.092783505154639e-05,0.011077415550501221
264,5.8899,13.860053062438965,5.072164948453608e-05,0.011119535001263583
265,9.1013,13.061101913452148,5.051546391752577e-05,0.011161654452025946
266,7.2176,11.659762382507324,5.0309278350515464e-05,0.011203773902788308
267,5.9291,11.065028190612793,5.0103092783505154e-05,0.01124589335355067
268,9.2462,10.765251159667969,4.989690721649485e-05,0.011288012804313031
269,6.836,11.766633987426758,4.969072164948454e-05,0.011330132255075395
270,7.9939,12.469195365905762,4.948453608247423e-05,0.011372251705837756
271,8.2741,15.172208786010742,4.927835051546392e-05,0.011414371156600118
272,7.256,11.375215530395508,4.9072164948453605e-05,0.01145649060736248
273,10.2728,13.034560203552246,4.88659793814433e-05,0.011498610058124843
274,6.3563,11.451130867004395,4.865979381443299e-05,0.011540729508887205
275,9.4701,13.129409790039062,4.845360824742268e-05,0.011582848959649566
276,7.3833,25.52522087097168,4.824742268041237e-05,0.011624968410411928
277,7.2514,12.015110969543457,4.804123711340206e-05,0.01166708786117429
278,9.1312,12.427231788635254,4.783505154639176e-05,0.011709207311936653
279,6.5588,11.99150276184082,4.7628865979381444e-05,0.011751326762699014
280,7.8227,12.829950332641602,4.7422680412371134e-05,0.011793446213461376
281,7.3581,12.22130012512207,4.7216494845360824e-05,0.011835565664223738
282,8.2374,14.536666870117188,4.7010309278350514e-05,0.011877685114986101
283,6.1853,11.651180267333984,4.680412371134021e-05,0.011919804565748463
284,9.1184,12.823894500732422,4.65979381443299e-05,0.011961924016510824
285,8.9174,12.252837181091309,4.639175257731959e-05,0.012004043467273186
286,6.8595,10.624244689941406,4.618556701030928e-05,0.01204616291803555
287,7.7399,11.178378105163574,4.5979381443298966e-05,0.012088282368797911
288,8.2856,11.431328773498535,4.577319587628866e-05,0.012130401819560273
289,6.8714,12.323704719543457,4.556701030927835e-05,0.012172521270322634
290,8.3285,12.340296745300293,4.536082474226804e-05,0.012214640721084998
291,7.0868,12.256861686706543,4.5154639175257733e-05,0.01225676017184736
292,6.6857,12.00821304321289,4.4948453608247424e-05,0.012298879622609721
293,8.1877,12.611471176147461,4.474226804123712e-05,0.012340999073372083
294,9.1928,16.01304817199707,4.453608247422681e-05,0.012383118524134444
295,6.7786,12.099906921386719,4.4329896907216494e-05,0.012425237974896808
296,7.3461,11.779709815979004,4.4123711340206185e-05,0.01246735742565917
297,8.7243,14.265599250793457,4.3917525773195875e-05,0.012509476876421531
298,7.2448,11.322362899780273,4.371134020618557e-05,0.012551596327183893
299,8.1537,12.980636596679688,4.350515463917526e-05,0.012593715777946256
300,10.2146,13.616700172424316,4.329896907216495e-05,0.012635835228708618
301,8.5129,12.70007610321045,4.309278350515464e-05,0.01267795467947098
302,7.2189,11.786493301391602,4.2886597938144326e-05,0.012720074130233341
303,7.9517,12.241057395935059,4.268041237113402e-05,0.012762193580995704
304,8.799,15.754141807556152,4.2474226804123713e-05,0.012804313031758066
305,8.0202,13.282258033752441,4.2268041237113404e-05,0.012846432482520428
306,6.0949,15.031695365905762,4.2061855670103094e-05,0.01288855193328279
307,7.3823,11.702367782592773,4.1855670103092784e-05,0.012930671384045153
308,7.8329,13.22392463684082,4.164948453608248e-05,0.012972790834807514
309,6.5914,11.665081977844238,4.144329896907217e-05,0.013014910285569876
310,6.5202,11.914871215820312,4.1237113402061855e-05,0.013057029736332238
311,6.2915,11.601284980773926,4.1030927835051545e-05,0.013099149187094601
312,7.2595,12.635271072387695,4.0824742268041235e-05,0.013141268637856963
313,9.1081,15.311056137084961,4.061855670103093e-05,0.013183388088619324
314,5.2396,14.71395206451416,4.041237113402062e-05,0.013225507539381686
315,7.7902,15.91661262512207,4.020618556701031e-05,0.013267626990144048
316,6.8104,14.055398941040039,4e-05,0.013309746440906411
317,7.1544,15.222380638122559,3.979381443298969e-05,0.013351865891668773
318,9.0832,13.792994499206543,3.9587628865979384e-05,0.013393985342431134
319,6.3078,15.019837379455566,3.9381443298969074e-05,0.013436104793193496
320,6.3851,14.482120513916016,3.9175257731958764e-05,0.01347822424395586
321,7.1138,11.457003593444824,3.8969072164948455e-05,0.013520343694718221
322,8.0694,12.82275676727295,3.8762886597938145e-05,0.013562463145480583
323,8.5054,15.739604949951172,3.855670103092784e-05,0.013604582596242944
324,6.5072,10.848348617553711,3.835051546391753e-05,0.013646702047005308
325,8.4415,12.287213325500488,3.8144329896907216e-05,0.01368882149776767
326,7.093,13.23624324798584,3.7938144329896906e-05,0.013730940948530031
327,6.3997,11.99328327178955,3.7731958762886596e-05,0.013773060399292393
328,7.0489,11.32119083404541,3.752577319587629e-05,0.013815179850054756
329,6.788,12.673384666442871,3.731958762886598e-05,0.013857299300817118
330,10.4854,13.340957641601562,3.7113402061855674e-05,0.01389941875157948
331,7.4932,12.423352241516113,3.6907216494845364e-05,0.013941538202341841
332,9.1807,16.03021240234375,3.670103092783505e-05,0.013983657653104203
333,6.0143,14.634687423706055,3.6494845360824744e-05,0.014025777103866566
334,11.2868,12.702369689941406,3.6288659793814435e-05,0.014067896554628928
335,6.9696,12.810522079467773,3.6082474226804125e-05,0.01411001600539129
336,7.1406,11.06727409362793,3.5876288659793815e-05,0.014152135456153651
337,11.809,14.115318298339844,3.5670103092783505e-05,0.014194254906916014
338,8.6093,14.169730186462402,3.54639175257732e-05,0.014236374357678376
339,7.2403,11.894993782043457,3.525773195876289e-05,0.014278493808440738
340,7.2762,12.456442832946777,3.5051546391752576e-05,0.0143206132592031
341,6.4799,10.557751655578613,3.4845360824742266e-05,0.014362732709965463
342,6.7533,12.631301879882812,3.4639175257731957e-05,0.014404852160727824
343,7.9217,13.554400444030762,3.4432989690721654e-05,0.014446971611490186
344,8.3375,12.37118148803711,3.4226804123711344e-05,0.014489091062252548
345,9.1387,11.536609649658203,3.4020618556701034e-05,0.014531210513014911
346,8.7381,12.512728691101074,3.3814432989690724e-05,0.014573329963777273
347,7.7652,11.556815147399902,3.3608247422680415e-05,0.014615449414539634
348,7.5475,13.028903007507324,3.3402061855670105e-05,0.014657568865301996
349,8.8153,13.018278121948242,3.3195876288659795e-05,0.014699688316064358
350,6.3682,15.293527603149414,3.2989690721649485e-05,0.014741807766826721
351,8.4421,12.69036865234375,3.2783505154639176e-05,0.014783927217589083
352,7.5604,12.06561279296875,3.2577319587628866e-05,0.014826046668351444
353,7.7132,12.602900505065918,3.237113402061856e-05,0.014868166119113806
354,7.7015,14.00546932220459,3.216494845360825e-05,0.01491028556987617
355,8.6522,21.17311668395996,3.1958762886597937e-05,0.014952405020638531
356,7.7342,13.815969467163086,3.175257731958763e-05,0.014994524471400893
357,7.5366,15.764134407043457,3.154639175257732e-05,0.015036643922163254
358,6.3468,12.685210227966309,3.1340206185567014e-05,0.015078763372925618
359,8.4387,14.052430152893066,3.1134020618556704e-05,0.01512088282368798
360,7.5267,12.594886779785156,3.0927835051546395e-05,0.015163002274450341
361,6.5535,14.372112274169922,3.0721649484536085e-05,0.015205121725212703
362,6.8273,13.135411262512207,3.051546391752578e-05,0.015247241175975066
363,6.5218,13.505844116210938,3.0309278350515462e-05,0.015289360626737428
364,7.9732,12.435054779052734,3.0103092783505156e-05,0.01533148007749979
365,11.3761,14.565001487731934,2.9896907216494846e-05,0.015373599528262151
366,6.7185,13.066102981567383,2.9690721649484536e-05,0.015415718979024514
367,7.3059,14.00625991821289,2.948453608247423e-05,0.015457838429786876
368,6.8397,13.02811336517334,2.927835051546392e-05,0.015499957880549238
369,7.5333,13.345035552978516,2.907216494845361e-05,0.0155420773313116
370,7.0351,13.519002914428711,2.8865979381443297e-05,0.015584196782073961
371,7.1943,12.040152549743652,2.865979381443299e-05,0.015626316232836324
372,7.9424,12.934396743774414,2.845360824742268e-05,0.015668435683598686
373,6.79,15.802999496459961,2.824742268041237e-05,0.015710555134361048
374,9.7308,14.450217247009277,2.8041237113402065e-05,0.01575267458512341
375,6.9226,13.191850662231445,2.7835051546391755e-05,0.01579479403588577
376,7.7398,14.697993278503418,2.7628865979381445e-05,0.015836913486648133
377,5.8576,15.365914344787598,2.742268041237114e-05,0.015879032937410498
378,6.5443,14.139555931091309,2.7216494845360823e-05,0.01592115238817286
379,7.8129,13.706525802612305,2.7010309278350516e-05,0.01596327183893522
380,6.4435,13.070662498474121,2.6804123711340206e-05,0.016005391289697583
381,9.4689,12.896648406982422,2.6597938144329897e-05,0.016047510740459944
382,8.6571,13.925704956054688,2.639175257731959e-05,0.016089630191222306
383,9.2413,12.97661304473877,2.618556701030928e-05,0.016131749641984668
384,5.746,12.652336120605469,2.597938144329897e-05,0.01617386909274703
385,8.339,14.369850158691406,2.5773195876288658e-05,0.016215988543509394
386,6.3983,14.594902038574219,2.556701030927835e-05,0.016258107994271756
387,10.7405,14.2525634765625,2.536082474226804e-05,0.016300227445034118
388,6.9591,12.857002258300781,2.5154639175257732e-05,0.01634234689579648
389,6.795,13.150249481201172,2.4948453608247425e-05,0.01638446634655884
390,8.7105,17.99850082397461,2.4742268041237116e-05,0.016426585797321203
391,6.7715,13.479860305786133,2.4536082474226803e-05,0.016468705248083564
392,8.1831,13.191094398498535,2.4329896907216496e-05,0.016510824698845926
393,7.4817,13.431304931640625,2.4123711340206186e-05,0.016552944149608288
394,7.7562,12.736581802368164,2.391752577319588e-05,0.016595063600370653
395,7.7772,12.729771614074707,2.3711340206185567e-05,0.016637183051133014
396,7.0314,13.197104454040527,2.3505154639175257e-05,0.016679302501895376
397,8.9171,14.049385070800781,2.329896907216495e-05,0.016721421952657738
398,6.2496,16.363157272338867,2.309278350515464e-05,0.0167635414034201
399,7.5313,14.526286125183105,2.288659793814433e-05,0.01680566085418246
400,5.6938,11.285774230957031,2.268041237113402e-05,0.016847780304944823
